entry,px1,py1,pz1,mass1,charge1,px2,py2,pz2,mass2,charge2,px3,py3,pz3,mass3,charge3,px4,py4,pz4,mass4,charge4,px5,py5,pz5,mass5,charge5,px6,py6,pz6,mass6,charge6,px7,py7,pz7,mass7,charge7,px8,py8,pz8,mass8,charge8,px9,py9,pz9,mass9,charge9,px10,py10,pz10,mass10,charge10
10,6.518,-2.316,-6.309,0.14,-1,-5.537,1.977,5.955,0.14,1,-1.881,0.574,1.655,0.14,-1,-1.37,0.742,1.347,0.14,1,-0.298,0.157,-0.029,0.14,-1,-0.263,0.199,0.366,0.14,1,-2.161,1.279,2.247,0.14,-1,-3.987,1.716,3.823,0,0,-1.771,-0.153,2.351,0.001,0,-1.733,1.648,2.287,0.026,0
10,-3.51,0.875,-2.785,0.14,1,7.288,-4.37,4.234,0.14,-1,-18.993,5.548,-15.25,0.139,-1,-14.055,0.088,-3.809,0.14,1,10.744,-6.341,5.793,0.14,-1,5.217,-3.295,2.79,0.14,1,0.882,-0.527,0.514,0,0,3.17,11.571,1.919,0,0,6.208,-2.084,4.238,0.003,0,-2.033,0.078,-0.379,0.02,0
10,-0.291,-0.018,-0.082,0.14,-1,3.143,12.726,-0.416,0.14,1,1.444,6.06,-0.778,0.14,1,0.174,1.03,0.241,0.14,-1,0.611,-0.257,-0.693,0.14,1,2.408,9.079,-0.057,0.14,-1,0.054,0.288,-0.086,0.14,1,0.553,1.687,-0.023,0.019,0,-11.774,-41.228,1.064,0,0,1.336,6.23,0.379,0.036,0
10,-3.476,3.013,2.829,0.14,1,-3.867,3.455,2.777,0.14,-1,15.481,-14.43,-11.687,0.139,-1,-1.215,1.153,0.986,0.14,1,-0.344,0.326,0.53,0.14,-1,5.271,-4.736,-3.799,0,0,-2.236,2.69,2.868,0.002,0,-0.675,0.892,0.977,0,0,-9.291,8.404,7.201,0,0,-2.953,3.535,3.004,0.934,0
10,0.775,0.928,1.284,0.14,1,1.454,2.152,2.988,0.14,1,-2.289,-4.169,-4.275,0.14,1,6.239,9.983,12.163,0.139,-1,2.459,4.011,5.17,0.14,-1,3.591,6.201,7.454,0.14,-1,0.785,1.338,1.712,0,0,0.538,1.123,1.447,0,0,-0.518,-0.989,-1.19,0,0,-0.843,-1.386,-1.82,0.001,0
10,0.123,-0.349,0.041,0.14,1,7.711,-8.418,15.366,0.14,1,7.593,-8.883,15.886,0.14,-1,-7.9,7.336,-15.175,0.14,-1,1.14,0.312,1.83,0.14,-1,-0.974,0.683,-2.365,0.14,1,-0.349,1.072,-0.791,0.14,-1,-12.404,10.85,-21.392,0.073,0,0.595,-0.045,0.565,0,0,0.483,-0.634,0.805,0,0
10,-0.259,-0.162,0.291,0.14,-1,-16.552,-15.005,21.389,0.14,1,6.854,6.371,-7.968,0.14,1,-1.534,-1.61,2.01,0.14,-1,-2.835,-2.453,3.688,0.14,-1,-0.898,-0.796,1.113,0.14,1,2.219,2.172,-3.086,0.002,0,1.225,1.079,-1.564,0,0,-1.026,-0.824,1.404,0,0,-0.702,-0.713,0.912,0,0
10,5.656,-19.715,-11.817,0.139,1,-0.282,1.001,0.653,0.14,1,-0.289,0.794,0.418,0.14,1,-7.577,23.802,13.766,0.139,-1,-0.035,0.408,0.261,0.14,-1,-1.1,2.84,1.671,0,0,-0.81,2.045,1.079,0,0,-0.344,1.352,0.707,0,0,0.692,-2.072,-1.001,0.001,0,-3.413,9.461,5.215,0.048,0
10,-13.343,-12.307,4.837,0.139,-1,-2.036,-1.949,0.814,0.14,-1,0.493,0.495,-0.14,0.14,1,-0.315,-0.348,0.137,0.14,1,24.269,23.184,-10.131,0.14,1,0.363,0.283,-0.092,0.14,-1,-17.642,-16.701,7.284,0,0,-2.789,-2.653,1.283,0,0,1.634,1.533,-0.648,0.001,0,7.318,6.52,-2.804,0.045,0
10,-6.248,-0.788,4.923,0.14,-1,10.919,1.267,-8.34,0.14,1,15.427,1.848,-11.928,0.14,1,-2.165,-0.448,1.793,0.14,-1,-16.929,-1.743,11.92,0.14,1,3.433,0.805,-2.526,0.14,-1,-0.925,-0.09,0.684,0,0,5.399,-0.032,-4.105,0.037,0,-0.629,-0.013,0.517,0,0,-1.559,0.051,0.632,0.001,0
10,-1.322,0.036,-0.045,0.14,1,15.179,-2.515,-0.833,0.14,1,-4.915,0.785,-0.148,0.14,-1,3.733,-0.791,-0.204,0.14,-1,-7.315,1.134,0.33,0.14,-1,0.501,-0.074,-0.028,0.14,1,7.351,-1.381,-0.402,0,0,-2.049,0.297,-0.136,0,0,1.614,-0.193,0.101,0,0,-0.955,0.357,-0.037,0.014,0
10,-0.513,4.606,-1.047,0.14,1,-0.3,6.714,-1.032,0.14,-1,-0.064,0.522,-0.114,0.14,1,0.12,-1.095,0.184,0.14,-1,2.938,-44.797,8.009,0.138,1,-0.973,9.487,-1.631,0.14,-1,-0.513,7.682,-1.296,0,0,-0.061,2.532,-0.62,0,0,-1.157,4.877,-0.814,0.032,0,0.329,-1.018,0.186,0.074,0
10,-5.392,-5.677,0.896,0.14,-1,2.663,2.534,-0.531,0.14,-1,-6.44,-6.909,1.841,0.14,-1,4.838,5.471,-1.286,0.14,1,1.412,1.637,-0.252,0.14,1,2.058,2.167,-0.68,0.14,-1,-9.022,-9.354,2.644,0.14,1,-1.121,-1.139,0.293,0.018,0,-0.972,-1.264,0.213,0.001,0,10.89,11.003,-1.689,0.87,0
10,-2.885,-8.368,-0.555,0.14,-1,-0.939,-3.059,-0.316,0.14,1,-0.537,-1.172,-0.126,0.14,-1,4.944,15.785,1.249,0.14,1,-0.625,-1.605,-0.137,0.14,1,-5.077,-16.687,-1.085,0.139,-1,-3.456,-9.272,-0.917,0,0,0.768,3.389,0.323,0,0,1.633,4.299,0.454,0,0,3.662,10.67,0.911,0,0
10,2.178,5.542,1.876,0.14,1,6.504,15.854,5.85,0.139,-1,2.218,6.564,2.115,0.14,1,-2.43,-5.401,-1.466,0.14,-1,-1.044,-2.723,-0.972,0.14,-1,0.355,0.877,0.33,0,0,1.092,2.664,0.919,0.001,0,-3.5,-8.741,-2.905,0,0,-1.732,-4.335,-1.58,0,0,-1.379,-3.806,-1.353,0,0
10,-3.683,-0.032,2.351,0.14,1,-2.446,0.506,2.189,0.14,-1,5.44,-0.224,-4.664,0.14,1,9.891,-1.041,-8.432,0.14,1,-1.164,0.051,1.031,0.14,-1,0.974,-0.172,-0.87,0,0,-8.024,0.727,6.876,0,0,12.913,-0.833,-11.309,0.058,0,-0.714,0.052,0.563,0,0,0.462,-0.092,-0.662,0,0
10,-0.225,0.12,-0.289,0.14,1,-6.232,5.664,-5.205,0.14,1,7.266,-6.211,7.051,0.14,-1,6.649,-6.005,7.003,0.14,1,-8.359,7.124,-7.968,0.14,-1,-0.411,0.06,-0.37,0.14,1,-1.692,1.454,-1.324,0,0,5.072,-4.491,4.672,0,0,3.816,-3.287,3.335,0,0,0.571,-0.426,0.49,0,0
10,1.935,4.624,-3.767,0.14,1,-1.592,-3.144,3.087,0.14,-1,-1.901,-4.315,3.612,0.14,-1,-3.015,-7.005,5.835,0.14,1,-0.075,-0.307,0.249,0.14,1,7.9,16.26,-14.303,0,0,0.522,1.134,-1.032,0.001,0,-3.823,-8.807,7.418,0,0,-1.207,-2.844,2.155,0,0,-1.98,-4.827,3.842,0.002,0
10,1.236,1.534,0.976,0.14,1,-15.982,-22.284,-10.791,0.139,-1,8.815,11.561,5.859,0.14,1,7.759,9.826,4.995,0.14,-1,0.74,0.545,0.326,0.14,1,-0.432,-0.452,-0.326,0.14,1,0.427,0.257,0.287,0.14,-1,0.939,1.95,1.085,0.14,-1,5.513,6.162,2.966,0,0,-10.137,-11.083,-5.703,0.056,0
10,-4.493,-4.859,-7.361,0.14,1,-10.112,-12.444,-18.819,0.139,1,2.298,3.129,4.382,0.14,-1,-3.264,-3.618,-6.247,0.14,-1,1.554,1.822,2.776,0.14,-1,0.903,0.45,1.231,0.001,0,4.846,5.928,8.647,0,0,0.403,0.463,0.727,0,0,5.975,7.037,11.233,0.005,0,1.314,1.489,2.513,0,0
10,7.48,12.087,-12.534,0.139,1,-11.55,-18.225,17.985,0.139,1,-0.058,0.606,-0.13,0.14,-1,2.559,3.739,-4.02,0.14,-1,-0.754,-2.548,2.582,0.14,1,0.342,0.491,-0.435,0.14,-1,0.939,1.499,-0.667,0.14,-1,-0.249,0.03,0.141,0.14,-1,0.184,0.078,0.197,0.14,1,0.555,0.748,-0.537,0.015,0
10,-4.561,-0.349,5.765,0.14,-1,-8.118,-0.732,11.385,0.14,1,1.359,-0.041,-1.915,0.14,-1,3.268,0.345,-4.624,0.14,1,5.015,0.23,-7.888,0.14,1,-1.886,-0.289,2.812,0.026,0,3.366,0.313,-4.395,0,0,4.648,0.324,-6.38,0.003,0,3.166,0.174,-4.093,0,0,-0.667,-0.035,1.031,0,0
10,-0.657,0.225,-0.374,0.14,1,30.523,-10.362,18.287,0.141,1,-4.196,1.781,-2.272,0.14,-1,1.74,-0.449,1.098,0.14,-1,1.252,-0.425,0.839,0.14,-1,-0.423,0.234,-0.25,0.14,-1,0.675,-0.18,0.476,0.14,1,0.985,-0.495,0.624,0,0,1,-0.336,0.501,0,0,0.779,-0.086,0.516,0.189,0
10,3.238,7.638,8.891,0.14,1,-2.437,-6.624,-7.966,0.14,1,-3.74,-9.932,-13.05,0.14,-1,0.454,1.152,1.48,0.14,-1,-1.024,-2.121,-3.015,0.14,-1,0.131,0.524,0.632,0.14,1,-1.322,-3.135,-3.563,0,0,1.601,4.357,5.414,0,0,0.345,0.719,0.943,0,0,0.932,2.749,3.387,0.03,0
10,-0.101,-0.286,-0.009,0.14,1,2.806,26.261,17.071,0.139,-1,-1.605,-16.353,-10.154,0.14,1,1.048,6.849,3.644,0.14,1,-0.326,-1.406,-0.068,0.14,-1,0.052,0.671,0.042,0.14,-1,0.197,0.95,0.975,0.14,-1,0.208,0.561,-0.66,0.14,1,1.075,11.011,8.731,0.053,0,-2.749,-16.128,-9.815,0.651,0
10,-0.142,0.169,0.156,0.14,-1,7.967,-6.571,-7.971,0.14,-1,2.666,-2.23,-2.842,0.14,-1,-0.5,0.382,0.451,0.14,1,-9.916,8.631,9.898,0.14,1,7.841,-6.544,-7.756,0.14,1,4.505,-3.943,-4.034,0,0,1.185,-1.146,-1.09,0,0,-2.67,2.236,3.015,0,0,-4.459,4.096,4.072,0,0
10,-7.589,11.494,0.13,0.14,-1,12.218,-16.892,0.382,0.14,-1,-13.981,19.994,-0.538,0.14,1,-1.192,1.871,0.118,0.14,-1,0.574,-0.894,-0.097,0.14,1,0.451,-0.72,0.035,0.14,1,0.943,-1.198,-0.008,0.001,0,0.333,-0.73,-0.087,0.027,0,0.592,-1.095,0.284,0.089,0,-0.444,0.98,0.058,0,0
10,0.053,0.342,0.179,0.14,1,1.799,19.916,13.483,0.14,1,0.07,2.216,1.251,0.14,1,-0.328,-5.252,-3.098,0.14,-1,0.326,1.279,1.712,0.14,1,-0.097,0.405,0.23,0.14,-1,0.07,1.31,1.252,0,0,-0.041,1.667,0.931,0,0,-1.115,-10.937,-7.447,0,0,-0.458,-2.698,-1.817,0.001,0
10,-4.465,-0.605,-4.42,0.14,1,-4.085,-0.852,-3.977,0.14,1,-2.75,-0.397,-2.64,0.14,1,-1.358,-0.111,-1.345,0.14,-1,5.555,0.051,5.515,0.14,-1,-7.539,-0.889,-7.465,0,0,-1.047,0.047,-1.032,0.017,0,1.549,0.206,1.46,0,0,0.682,0.182,0.612,0,0,1.18,0.107,1.086,0,0
10,0.83,-2.671,-0.123,0.14,-1,-1.095,3.459,-0.156,0.14,1,0.418,-1.243,-0.06,0.14,1,1.309,-4.716,-0.136,0.14,-1,1.38,-4.182,-0.119,0.14,1,1.815,-4.731,-0.268,0.14,-1,1.242,-3.45,-0.157,0.001,0,0.568,-1.435,-0.027,0.018,0,0.439,-1.244,0,0,0,1.259,0.817,-0.193,0.017,0
10,1.468,-6.084,-8.17,0.14,-1,0.843,-2.917,-4.165,0.14,1,-0.048,-2.269,-3.145,0.14,1,0.369,-1.516,-2.301,0.14,-1,-1.866,6.045,7.673,0.14,1,0.223,-0.418,-0.785,0,0,0.193,-0.384,-0.726,0,0,0.693,-1.735,-1.082,0.001,0,3.01,-11.786,-14.661,1.547,0,-0.155,-0.662,-1.348,0.001,0
10,1.618,-5.9,5.658,0.14,-1,-0.762,1.919,-1.881,0.14,1,5.065,-15.112,13.998,0.139,1,-0.671,1.854,-1.786,0.14,-1,0.574,-1.417,1.093,0.14,-1,-1.172,3.927,-3.757,0.14,1,-3.2,8.229,-7.646,0,0,-0.752,1.783,-1.809,0,0,-0.356,0.931,-0.906,0,0,0.346,-1.07,1.194,0,0
10,0.014,0.298,-0.089,0.14,-1,-0.629,3.178,-0.526,0.14,1,-3.039,30.724,-1.781,0.14,1,-0.759,8.518,0.291,0.14,-1,1.381,-17.056,-0.252,0.14,-1,0.852,-7.407,0.203,0.14,1,0.422,-3.879,0.454,0.14,1,0.322,-1.738,0.084,0.14,-1,0.113,-0.435,0.026,0.14,1,0.31,2.949,-0.052,0.024,0
10,-0.239,-10.18,-10.527,0.14,-1,-0.402,4.088,4.033,0.14,1,0.087,1.908,1.872,0.14,-1,-0.155,1.19,1.205,0.14,1,0.101,1.382,1.396,0.14,-1,0.008,2.455,2.389,0.14,1,0.031,6.463,6.066,0,0,0.097,3.809,3.925,0.033,0,-0.282,-1.572,-1.577,0.001,0,-0.057,-2.19,-2.776,0,0
10,-15.277,-5.968,11.073,0.139,1,2.238,0.713,-1.651,0.14,-1,-2.953,-0.953,2.146,0.14,1,1.508,0.664,-1.266,0.14,-1,-0.826,-0.368,0.583,0.14,-1,0.374,0.165,-0.31,0.14,1,4.478,1.654,-3.428,0,0,6.439,2.995,-5.172,0.004,0,-4.947,-1.217,3.387,0.035,0,-0.5,-0.79,0.742,0.001,0
10,-18.704,31.514,2.377,0.14,1,14.505,-25.013,-2.283,0.139,-1,1.039,-1.236,-0.175,0.14,1,-0.885,3.16,-0.149,0.14,-1,1.052,-1.565,0.598,0.14,-1,-1.994,3.157,0.608,0.14,1,-0.786,1.642,0.32,0,0,-0.35,0.723,0.122,0.013,0,1.631,-3.27,-0.148,0,0,0.554,-0.955,-0.05,0.001,0
10,-14.779,4.091,4.556,0.14,-1,4.355,-1.304,-1.034,0.14,1,-13.517,2.833,3.72,0.14,-1,4.469,-0.893,-1.263,0.14,1,-4.018,0.795,1.04,0.14,1,26.884,-6.467,-7.41,0.139,-1,-0.851,0.217,0.232,0.013,0,1,-0.287,-0.31,0,0,1.597,-0.165,-0.648,0.001,0,1.05,-0.4,-0.158,0,0
10,-0.92,8.828,-5.401,0.14,-1,0.053,-0.779,0.498,0.14,1,-1.021,15.316,-10.406,0.14,-1,2.028,-21.166,12.615,0.14,1,0.076,-3.243,2.068,0.14,-1,-0.291,1.573,-0.972,0.14,1,0.257,-1.917,1.367,0,0,0.1,-1.222,0.821,0.017,0,0.248,-4.039,2.587,0.031,0,0.319,-0.944,0.383,0,0
10,-17.544,7.417,14.699,0.139,1,3.083,-1.324,-2.266,0.14,1,0.555,-0.284,-0.196,0.14,1,11.199,-3.854,-10.864,0.14,-1,-4.237,1.545,3.652,0.14,-1,16.612,-6.375,-13.595,0.139,-1,-1.485,0.404,1.22,0.001,0,-1.136,0.542,1.039,0.001,0,1.211,-0.755,-0.954,0.148,0,1.147,0.066,-0.54,0,0
10,14.082,2.785,4.126,0.14,-1,3.346,0.917,0.917,0.14,1,-25.641,-4.946,-7.355,0.139,1,-3.17,-0.803,-0.768,0.14,1,0.909,0.279,-0.043,0.14,-1,-0.941,-0.148,-0.256,0,0,-7.51,-1.902,-2.032,0,0,2.96,0.901,0.452,0,0,-2.953,-0.742,-1.008,0.025,0,-1.792,-0.363,-0.665,0,0
10,9.949,20.887,-5.021,0.14,-1,3.965,6.802,-1.468,0.14,1,1.052,1.671,-0.363,0.14,-1,0.305,0.464,-0.199,0.14,1,0.896,0.814,0.143,0.14,-1,0.454,-0.5,0.818,0.14,1,-0.988,-2.036,0.51,0.001,0,2.815,4.871,-1.725,0,0,0.43,1.988,-0.718,0,0,-17.252,-33.494,7.41,1,0
10,-22.177,21.521,-1.822,0.14,1,5.202,-5.526,0.315,0.14,-1,0.013,-0.185,0.131,0.14,-1,14.893,-16.04,1.555,0.14,1,-0.542,1.334,0.309,0.14,1,-1.35,1.015,-0.224,0.14,-1,3.868,-3.657,-0.768,0.14,-1,0.138,0.095,-0.02,0.14,1,-7.896,8.082,-0.517,0,0,6.122,-6.114,0.36,0.042,0
10,2.398,-8.043,-2.746,0.14,-1,1.925,-8.937,-3.059,0.14,1,-2.414,10.452,4.05,0.139,-1,0.355,-1.913,-0.63,0.14,1,0.225,-0.554,-0.039,0.14,-1,0.577,-2.381,-0.759,0,0,0.341,-0.8,-0.197,0.013,0,0.278,-0.888,-0.266,0.014,0,0.064,-1.495,-0.587,0,0,4.173,-7.065,-2.052,0.041,0
10,2.588,-2.098,3.058,0.14,1,5.77,-4.758,7.749,0.14,-1,-17.009,14.088,-22.697,0.139,1,11.631,-9.496,16.494,0.14,-1,-0.367,0.192,-0.462,0.14,1,0.772,-0.541,0.939,0,0,1.225,-0.813,1.401,0,0,-2.125,1.637,-2.927,0.028,0,-3.04,2.737,-4.609,0,0,1.047,-0.922,1.277,0,0
10,2.346,20.871,20.511,0.139,-1,-0.56,-2.365,-2.67,0.14,1,-0.705,-0.972,0.012,0.14,1,-0.409,-0.159,-0.09,0.14,-1,0.105,-0.158,-0.264,0.14,-1,-0.497,-5.775,-6.316,0,0,-0.51,-4.821,-5.143,0.038,0,0.058,-1.019,0.041,0,0,0.795,2.593,3.144,0,0,-0.772,-7.71,-8.678,0,0
10,-3.74,-4.697,4.211,0.14,1,-4.647,-6.309,5.742,0.14,-1,1.81,2.255,-2.055,0.14,-1,4.569,5.876,-5.203,0.139,1,-2.528,-2.696,2.709,0.14,-1,0.541,0.639,-0.855,0.14,1,-0.448,-0.763,0.656,0,0,3.862,5.135,-4.507,0,0,-0.583,-0.975,0.936,0,0,-1.841,-3.411,2.914,0.847,0
10,-3.112,-3.535,-3.956,0.14,1,7.075,7.851,7.36,0.14,1,11.077,11.961,11.811,0.14,-1,-3.753,-5.809,-5.212,0.14,1,-0.559,-0.656,-0.623,0.14,-1,0.104,0.907,0.902,0.14,-1,-10.72,-13.883,-13.105,0.139,-1,-1.684,-2.927,-2.032,0.14,-1,-0.886,0.637,0.689,0.14,1,2.915,3.509,3.887,0.14,-1
10,-2.884,-1.353,4.051,0.14,1,-7.944,-4.83,12.861,0.14,-1,-4.403,-2.812,7.635,0.14,1,1.462,0.813,-2.822,0.14,-1,5.072,3.119,-8.156,0.14,1,15.023,7.949,-23.815,0.139,-1,-1.493,-0.474,2.053,0.001,0,-0.781,-0.546,1.291,0,0,-0.662,-0.447,1.153,0.017,0,-0.523,-0.523,1.068,0,0
10,9.469,9.976,-14.746,0.139,-1,-3.269,-2.105,4.332,0.14,1,5.548,4.973,-8.163,0.14,1,0.069,0.564,-0.025,0.14,1,0.477,-0.068,0.971,0.14,1,-3.377,-4.107,5.588,0.14,-1,-2.901,-3.253,3.572,0.14,-1,1.051,1.098,-1.555,0,0,-2.815,-2.997,4.979,0,0,-1.411,-1.358,2.147,0.024,0
10,6.674,-14.473,4.403,0.14,1,0.902,-1.603,0.64,0.14,-1,-1.902,3.515,-0.99,0.14,-1,-7.045,13.47,-4.635,0.14,1,4.245,-8.001,2.384,0.14,1,-8.052,16.193,-4.511,0.14,-1,0.394,-0.898,0.303,0,0,0.97,-2.147,0.677,0,0,0.642,-1.289,0.359,0,0,-0.845,1.544,-0.569,0.001,0
10,0.74,15.601,0.597,0.14,1,0.138,-6.934,-0.368,0.14,1,-0.243,-10.404,-0.497,0.14,-1,0.056,3.074,0.27,0.14,1,0.081,-8.095,0.062,0.139,-1,0.046,4.347,0.391,0.14,-1,-0.089,3.682,-0.035,0.14,-1,-0.416,-7.34,-0.23,0.14,-1,-0.312,-6.616,-0.114,0.003,0,0.003,3.684,0.097,0.027,0
10,-10.461,3.045,5.964,0.14,-1,-5.629,1.58,3.096,0.14,1,-0.061,-0.418,-0.155,0.14,1,-7.698,3.199,4.519,0.14,-1,-5.201,2.093,3.548,0.14,1,-0.053,-0.314,0.242,0.14,-1,0.34,-0.375,0.163,0.14,-1,-0.256,-0.61,0.139,0.14,1,37.18,-9.071,-20.194,0,0,-1.167,-0.31,0.131,0,0
10,-23.051,15.545,-0.33,0.14,-1,3.897,-3.16,-0.177,0.14,1,-4.089,2.522,0.136,0.14,1,-3.269,2.282,0.287,0.14,-1,2.62,-1.705,-0.024,0.14,-1,1.256,-0.728,-0.024,0,0,5.012,-3.365,-0.173,0.002,0,3.017,-1.881,0.171,0.022,0,0.603,-0.841,0.163,0,0,0.264,-1.601,-0.629,0.001,0
10,9.594,1.553,-12.206,0.14,-1,-8.057,-1.1,9.669,0.14,1,5.396,0.397,-6.694,0.14,1,2.295,0.674,-2.841,0.14,-1,-6.005,-1.103,8.088,0.14,1,-1.605,-0.259,2.358,0.14,-1,0.525,0.069,-0.647,0,0,-0.73,-0.474,1.253,0,0,-1.97,-0.162,1.976,0.001,0,0.761,-0.05,-1.253,0,0
10,-1.133,-1.72,-2.032,0.14,-1,2.471,3.834,3.592,0.14,1,-6.887,-9.88,-11.133,0.139,1,2.268,3.554,4.214,0.14,-1,0.418,0.598,0.573,0.14,-1,-0.388,-0.564,-0.731,0.14,1,-7.316,-11.11,-12.785,0.06,0,-1.932,-2.894,-3.101,0.002,0,-0.637,-0.911,-1.103,0,0,0.554,0.844,0.79,0.016,0
10,-2.996,8.624,-1.177,0.14,1,5.518,-13.744,-0.46,0.14,1,-2.414,5.363,-0.114,0.14,-1,-2.868,5.288,-0.524,0.14,-1,-7.116,20.332,2.334,0.14,1,5.838,-16.319,-0.732,0,0,1.309,-3.577,0.05,0.001,0,2.624,-7.287,0.525,0.367,0,-0.911,1.419,-0.347,0.019,0,-0.155,-0.941,-0.19,0,0
10,-4.83,0.975,-1.062,0.14,1,-9.064,2.014,-1.861,0.14,-1,3.745,-0.815,0.878,0.14,1,-2.232,0.257,-0.224,0.14,-1,-2.105,0.363,-0.412,0.14,1,-12.439,2.186,-2.417,0.005,0,-1.291,0.18,-0.252,0.001,0,-2.059,0.468,-0.587,0.001,0,10.526,-2.141,2.185,0.047,0,0.79,-0.112,0.095,0,0
10,-1.468,6.919,-5.736,0.14,1,-1.702,9.834,-8.243,0.14,-1,-0.096,0.394,-0.344,0.14,1,1.2,-6.708,5.547,0.14,-1,-0.326,1.416,-1.205,0.14,1,-1.651,11.721,-8.817,0,0,-0.22,1.798,-1.419,0,0,0.493,-4.48,3.968,0,0,0.371,-3.221,3.037,0,0,0.15,1.3,-1.131,0.019,0
10,-3.407,2.155,0.708,0.14,1,6.611,-4.416,-1.317,0.14,-1,11.947,-7.388,-1.513,0.14,-1,9.708,-5.675,-1.238,0.14,1,-8.645,5.345,1.125,0.14,1,-6.065,3.97,0.78,0.14,-1,2.487,-1.726,-0.252,0.14,1,-1.782,1.268,0.405,0,0,-3.759,2.554,0.632,0,0,1.426,-0.87,-0.226,0,0
10,-0.416,4.311,-2.25,0.14,-1,-0.545,4.847,-2.532,0.14,1,-0.075,1.834,-0.908,0.14,-1,0.371,-5.935,3.485,0.14,-1,-0.054,0.446,-0.223,0.14,1,-0.039,1.504,-0.642,0.14,1,-1.118,9.32,-4.861,0,0,-0.524,9.109,-4.85,0,0,0.23,-0.939,0.778,0,0,1.019,-14.404,7.089,0,0
10,0.885,4.044,-0.713,0.14,-1,3.64,12.412,-3.342,0.14,1,-2.494,-8.425,1.897,0.14,1,-0.783,-3.656,1.001,0.14,1,-2.043,-6.901,1.591,0.14,-1,4.657,17.077,-4.032,0.14,-1,0.319,0.998,-0.291,0.001,0,-3.519,-14.185,2.907,0,0,-0.349,-0.844,0.208,0,0,-0.221,-1.026,0.226,0.001,0
10,-0.029,-0.146,0.022,0.14,-1,-9.994,-16.52,-22.44,0.14,-1,-1.25,-2.802,-2.54,0.14,1,0.408,0.632,0.825,0.14,-1,0.098,0.274,0.329,0.14,1,0.122,0.709,0.552,0.14,1,0.445,0.33,0.208,0.14,-1,12.277,21.102,26.099,0,0,1.746,2.513,3.265,0,0,-0.331,-0.907,-0.966,0,0
10,-3.186,1.683,3.747,0.14,1,1.299,-0.997,-1.666,0.14,-1,-0.563,0.376,0.752,0.14,1,-0.138,0.166,0.248,0.14,-1,3.436,-2.48,-4.723,0.14,-1,-2.21,1.595,2.905,0,0,-2.18,1.732,2.917,0,0,1.096,-0.434,-1.21,0,0,-1.462,0.925,1.917,0,0,11.149,-8.579,-14.286,0,0
10,-2.755,0.863,-2.986,0.14,-1,21.185,-6.355,25.895,0.139,1,-5.283,1.883,-7.199,0.14,-1,-3.128,0.905,-4.189,0.14,1,0.429,-0.186,0.58,0.14,1,2.311,-0.893,2.677,0,0,0.543,-0.252,0.836,0,0,-4.138,1.492,-6.065,0.004,0,0.516,-0.092,0.663,0.05,0,-0.987,0.19,-1.019,0,0
10,-24.042,1.347,24.116,0.14,-1,-8.203,-0.173,7.654,0.14,1,1.119,0.007,-1.067,0.14,1,2.425,0.403,-2.289,0.14,-1,13.163,-0.953,-13.227,0.139,1,6.744,-0.448,-6.348,0,0,2.113,-0.035,-1.974,0,0,0.922,-0.093,-0.829,0.016,0,2.228,-0.001,-1.945,0.001,0,1.031,0.046,-1.156,0,0
10,-0.115,-0.137,-0.079,0.14,-1,2.489,5.131,2.152,0.14,1,-2.496,-5.492,-2.535,0.14,1,-1.437,-2.378,-1.258,0.14,-1,1.906,3.631,1.657,0.14,1,3.666,6.573,3.313,0.14,-1,4.38,8.233,4.443,0.046,0,0.812,1.693,0.874,0.001,0,-0.489,-1.057,-0.488,0,0,-5.98,-12.338,-5.859,0,0
10,1.839,7.05,9.757,0.14,1,1.381,4.248,6.263,0.14,1,2.977,7.88,11.835,0.14,-1,-0.467,-1.475,-2.25,0.14,-1,-0.863,-2.335,-3.832,0.14,-1,-0.978,-2.823,-3.565,0.14,1,0.162,0.604,0.872,0,0,0.292,1,1.486,0,0,-0.216,-0.781,-1.09,0,0,-1.019,-3.146,-4.269,0.033,0
10,-0.206,-0.143,0.062,0.14,1,-0.135,-0.072,-0.189,0.14,-1,30.967,14.793,25.545,0.14,1,-15.721,-7.112,-12.852,0.139,-1,-5.33,-2.536,-4.684,0.14,1,-0.904,-0.226,-0.973,0.14,-1,-2.177,-0.958,-1.809,0.14,1,2.606,0.56,1.213,0.024,0,-11.88,-5.628,-9.885,1.368,0,-0.246,-0.689,-0.648,0,0
10,4.294,2.401,-4.098,0.14,1,15.438,8.318,-15.47,0.139,-1,-27.249,-15.505,27.056,0.14,1,1.688,0.809,-1.506,0.14,-1,0.287,0.214,-0.284,0.14,1,0.827,0.505,-1.011,0.14,-1,4.409,2.424,-4.692,0.003,0,-0.763,-0.414,0.709,0,0,1.749,0.984,-1.463,0,0,-1.014,-0.194,1.043,0,0
10,-5.04,-3.351,-3.826,0.14,-1,-15.438,-13.074,-15.488,0.139,1,1.982,2.176,1.215,0.14,-1,-0.261,-0.054,-0.134,0.14,1,-1.078,-1.146,-1.279,0.14,-1,21.437,16.697,20.661,0.14,1,-5.566,-4.703,-5.559,0.14,-1,-0.231,-0.112,0.295,0.14,1,2.99,2.226,2.458,0,0,0.647,0.891,0.542,0,0
